"SIRUTA,N,6,0","NIV,N,1,0","SIRSUP,N,6,0","TIP,N,2,0","DENLOC,C,40","ULT,C,1","MED,C,1","JUD,N,2,0","PREFIX,N,6,0","REGIUNE,N,1,0","CODP,N,6,0","FSJ,N,2,0","FS2,C,5","FS3,C,7","FSL,N,6,0","FICTIV,N,1,0"
4295,3,4268,23,DEALU DOSTATULUI,1,3,1,0,7,517277,1,40914,3003924,330,
4302,2,10,3,FARAU,0,3,1,0,7,0,1,40995,,331,
4311,3,4302,22,FARAU,1,3,1,0,7,517280,1,40995,1004627,332,
4320,3,4302,23,HERIA,1,3,1,0,7,517281,1,40995,3005803,333,
4339,3,4302,23,MEDVES,1,3,1,0,7,517282,1,40995,3007339,334,
4348,3,4302,23,SANBENEDIC,1,3,1,0,7,517283,1,40995,3010405,335,
4357,3,4302,23,SILEA,1,3,1,0,7,517284,1,40995,3011012,336,
4366,2,10,3,GALDA DE JOS,0,3,1,0,7,0,1,41068,,337,
4375,3,4366,22,GALDA DE JOS,1,3,1,0,7,517285,1,41068,1005004,338,
4384,3,4366,23,BENIC,1,3,1,0,7,517286,1,41068,3000963,339,
4393,3,4366,23,CETEA,1,3,1,0,7,517287,1,41068,3002557,340,
4400,3,4366,23,GALDA DE SUS,1,3,1,0,7,517288,1,41068,3005005,341,
4419,3,4366,23,LUPSENI,1,3,1,0,7,517289,1,41068,3006920,342,
4428,3,4366,23,MAGURA,1,3,1,0,7,517291,1,41068,3007000,343,
4437,3,4366,23,MESENTEA,1,3,1,0,7,517292,1,41068,3007390,344,
4446,3,4366,23,OIEJDEA,1,3,1,0,7,517293,1,41068,3008237,345,
4455,3,4366,23,POIANA GALDEI,1,3,1,0,7,517294,1,41068,3009221,346,
4464,3,4366,23,RAICANI,1,3,1,0,7,517296,1,41068,3009779,347,
4473,3,4366,23,ZAGRIS,1,3,1,0,7,517297,1,41068,3013621,348,
4482,2,10,3,GARBOVA,0,3,1,0,7,0,1,41079,,349,
4491,3,4482,22,GARBOVA,1,3,1,0,7,517305,1,41079,1005066,350,
4507,3,4482,23,CARPINIS,1,3,1,0,7,517306,1,41079,3002317,351,
4516,3,4482,23,RECIU,1,3,1,0,7,517307,1,41079,3009919,352,
4525,2,10,3,GARDA DE SUS,0,3,1,0,7,0,1,41084,,353,
4534,3,4525,22,GARDA DE SUS,1,3,1,0,7,517310,1,41084,1005081,354,
4543,3,4525,23,BIHARIA,1,3,1,0,7,517311,1,41084,3001075,355,
4552,3,4525,23,DEALU FRUMOS,1,3,1,0,7,517312,1,41084,3003930,356,
4561,3,4525,23,DEALU ORDINCUSII,1,3,1,0,7,517313,1,41084,3003955,357,
4570,3,4525,23,DOBRESTI,1,3,1,0,7,517314,1,41084,3004117,358,
4598,3,4525,23,GARDA SEACA,1,3,1,0,7,517316,1,41084,3005082,359,
4589,3,4525,23,GHETARI,1,3,1,0,7,517317,1,41084,3005202,360,
4605,3,4525,23,HANASESTI,1,3,1,0,7,517318,1,41084,3005723,361,
4614,3,4525,23,HUZARESTI,1,3,1,0,7,517319,1,41084,3005995,362,
4623,3,4525,23,IZVOARELE,1,3,1,0,7,517321,1,41084,3006280,363,
4632,3,4525,23,MUNUNA,1,3,1,0,7,517322,1,41084,3007824,364,
4641,3,4525,23,OCOALE,1,3,1,0,7,517323,1,41084,3008177,365,
4650,3,4525,23,PLAI,1,3,1,0,7,517324,1,41084,3008956,366,
4669,3,4525,23,PLISTI,1,3,1,0,7,517326,1,41084,3009013,367,
4678,3,4525,23,SCOARTA,1,3,1,0,7,517327,1,41084,3010790,368,
4696,3,4525,23,SNIDE,1,3,1,0,7,517328,1,41084,3011233,369,
4687,3,4525,23,SUCESTI,1,3,1,0,7,517329,1,41084,3011650,370,
4703,2,10,3,HOPARTA,0,3,1,0,7,0,1,41269,,371,
4712,3,4703,22,HOPARTA,1,3,1,0,7,517335,1,41269,1005897,372,
4721,3,4703,23,SILIVAS,1,3,1,0,7,517336,1,41269,3011043,373,
4730,3,4703,23,SPALNACA,1,3,1,0,7,517337,1,41269,3011347,374,
4749,3,4703,23,TURDAS,1,3,1,0,7,517338,1,41269,3012393,375,
4758,3,4703,23,VAMA SEACA,1,3,1,0,7,517339,1,41269,3013166,376,
4767,2,10,3,HOREA,0,3,1,0,7,0,1,41270,,377,
4776,3,4767,22,HOREA,1,3,1,0,7,517340,1,41270,1005903,378,
4785,3,4767,23,BABA,1,3,1,0,7,517341,1,41270,3000389,379,
4794,3,4767,23,BUTESTI,1,3,1,0,7,517342,1,41270,3001960,380,
4801,3,4767,23,DARLESTI,1,3,1,0,7,517343,1,41270,3003872,381,
4810,3,4767,23,FERICET,1,3,1,0,7,517344,1,41270,3004703,382,
4829,3,4767,23,GIURGIUT,1,3,1,0,7,517346,1,41270,3005313,383,
4838,3,4767,23,MANCESTI,1,3,1,0,7,517347,1,41270,3007136,384,
4847,3,4767,23,MATISESTI,1,3,1,0,7,517348,1,41270,3007309,385,
4856,3,4767,23,NICULESTI,1,3,1,0,7,517349,1,41270,3008048,386,
4865,3,4767,23,PATRUSESTI,1,3,1,0,7,517351,1,41270,3008644,387,
4874,3,4767,23,PETREASA,1,3,1,0,7,517352,1,41270,3008777,388,
4883,3,4767,23,PRELUCA,1,3,1,0,7,517353,1,41270,3009491,389,
4892,3,4767,23,TEIU,1,3,1,0,7,517354,1,41270,3011990,390,
4909,3,4767,23,TRIFESTI,1,3,1,0,7,517356,1,41270,3012319,391,
4918,3,4767,23,ZANZESTI,1,3,1,0,7,517357,1,41270,3013649,392,
4927,2,10,3,IGHIU,0,3,1,0,7,0,1,41309,,393,
4936,3,4927,22,IGHIU,1,3,1,0,7,517360,1,41309,1006104,394,
4945,3,4927,23,BUCERDEA VANOASA,1,3,1,0,7,517361,1,41309,3001710,395,
4954,3,4927,23,IGHIEL,1,3,1,0,7,517362,1,41309,3006101,396,
4963,3,4927,23,SARD,1,3,1,0,7,517363,1,41309,3010573,397,
4972,3,4927,23,TELNA,1,3,1,0,7,517364,1,41309,3012021,398,
4981,2,10,3,INTREGALDE,0,3,1,0,7,0,1,41325,,399,
4990,3,4981,22,INTREGALDE,1,3,1,0,7,517365,1,41325,1006173,400,
5005,3,4981,23,DEALU GEOAGIULUI,1,3,1,0,7,517366,1,41325,3003932,401,
5014,3,4981,23,GHIONCANI,1,3,1,0,7,517367,1,41325,3005242,402,
5023,3,4981,23,ILIESTI,1,3,1,0,7,517368,1,41325,3006131,403,
5032,3,4981,23,IVANIS,1,3,1,0,7,517369,1,41325,3006259,404,
5041,3,4981,23,MARINESTI,1,3,1,0,7,517371,1,41325,3007238,405,
5050,3,4981,23,MODOLESTI,1,3,1,0,7,517372,1,41325,3007634,406,
5069,3,4981,23,NECRILESTI,1,3,1,0,7,517373,1,41325,3007923,407,
5078,3,4981,23,POPESTI,1,3,1,0,7,517374,1,41325,3009357,408,
5087,3,4981,23,SFARCEA,1,3,1,0,7,517376,1,41325,3010967,409,
5096,3,4981,23,TECSESTI,1,3,1,0,7,517377,1,41325,3011973,410,
5103,2,10,3,JIDVEI,0,3,1,0,7,0,1,41366,,411,
5112,3,5103,22,JIDVEI,1,3,1,0,7,517385,1,41366,1006372,412,
5121,3,5103,23,BALCACIU,1,3,1,0,7,517386,1,41366,3000567,413,
5130,3,5103,23,CAPALNA DE JOS,1,3,1,0,7,517387,1,41366,3002196,414,
5149,3,5103,23,FEISA,1,3,1,0,7,517388,1,41366,3004675,415,
5158,3,5103,23,VESEUS,1,3,1,0,7,517389,1,41366,3013324,416,
5167,2,10,3,LIVEZILE,0,3,1,0,7,0,1,41433,,417,
5176,3,5167,22,LIVEZILE,1,3,1,0,7,517390,1,41433,1006712,418,
5185,3,5167,23,IZVOARELE,1,3,1,0,7,517391,1,41433,3006293,419,
5194,3,5167,23,POIANA AIUDULUI,1,3,1,0,7,517392,1,41433,3009206,420,
5201,3,5167,23,VALISOARA,1,3,1,0,7,517393,1,41433,3013148,421,
5210,2,10,3,LOPADEA NOUA,0,3,1,0,7,0,1,41438,,422,
5229,3,5210,22,LOPADEA NOUA,1,3,1,0,7,517395,1,41438,1006727,423,
5238,3,5210,23,ASINIP,1,3,1,0,7,517396,1,41438,3000351,424,
5256,3,5210,23,BAGAU,1,3,1,0,7,517397,1,41438,3000469,425,
5247,3,5210,23,BETA,1,3,1,0,7,517398,1,41438,3001033,426,
5265,3,5210,23,CICARD,1,3,1,0,7,517399,1,41438,3002728,427,
5274,3,5210,23,CIUGUZEL,1,3,1,0,7,517401,1,41438,3002890,428,
5283,3,5210,23,OCNISOARA,1,3,1,0,7,517402,1,41438,3008173,429,
5292,3,5210,23,ODVEREM,1,3,1,0,7,517403,1,41438,3008205,430,
5309,2,10,3,LUNCA MURESULUI,0,3,1,0,7,0,1,41464,,431,
5318,3,5309,22,LUNCA MURESULUI,1,3,1,0,7,517405,1,41464,1006852,432,
5327,3,5309,23,GURA ARIESULUI,1,3,1,0,7,517406,1,41464,3005592,433,
5336,2,10,3,LUPSA,0,3,1,0,7,0,1,41473,,434,
5345,3,5336,22,LUPSA,1,3,1,0,7,517410,1,41473,1006915,435,
5354,3,5336,23,BARDESTI,1,3,1,0,7,517411,1,41473,3000768,436,
5363,3,5336,23,BARZAN,1,3,1,0,7,517412,1,41473,3000827,437,
5372,3,5336,23,CURMATURA,1,3,1,0,7,517413,1,41473,3003730,438,
5381,3,5336,23,DUPA DEAL,1,3,1,0,7,517414,1,41473,3004477,439,
5390,3,5336,23,GEAMANA,1,3,1,0,7,517416,1,41473,3005126,440,
5407,3,5336,23,HADARAU,1,3,1,0,7,517417,1,41473,3005684,441,
5416,3,5336,23,HOLOBANI,1,3,1,0,7,517418,1,41473,3005879,442,
5425,3,5336,23,LAZURI,1,3,1,0,7,517419,1,41473,3006539,443,
5434,3,5336,23,LUNCA,1,3,1,0,7,517421,1,41473,3006788,444,
5443,3,5336,23,MANASTIRE,1,3,1,0,7,517422,1,41473,3007112,445,
5452,3,5336,23,MARGAIA,1,3,1,0,7,517423,1,41473,3007211,446,
5461,3,5336,23,MUSCA,1,3,1,0,7,517424,1,41473,3007845,447,
5489,3,5336,23,PARAU-CARBUNARI,1,3,1,0,7,517426,1,41473,3008575,448,
5470,3,5336,23,PITIGA,1,3,1,0,7,517427,1,41473,3008945,449,
5498,3,5336,23,POSOGANI,1,3,1,0,7,517428,1,41473,3009418,450,
5504,3,5336,23,SASA,1,3,1,0,7,517429,1,41473,3010606,451,
5513,3,5336,23,TRIFESTI,1,3,1,0,7,517431,1,41473,3012320,452,
5559,3,5336,23,VAI,1,3,1,0,7,517436,1,41473,3012663,453,
5522,3,5336,23,VALEA HOLHORII,1,3,1,0,7,517432,1,41473,3012834,454,
5531,3,5336,23,VALEA LUPSII,1,3,1,0,7,517433,1,41473,3012884,455,
5540,3,5336,23,VALEA SESII,1,3,1,0,7,517434,1,41473,3013043,456,
5568,3,5336,23,VINTA,1,3,1,0,7,517437,1,41473,3013411,457,
5577,2,10,3,METES,0,3,1,0,7,0,1,41569,,458,
5586,3,5577,22,METES,1,3,1,0,7,517445,1,41569,1007407,459,
5595,3,5577,23,AMPOITA,1,3,1,0,7,517446,1,41569,3000201,460,
5602,3,5577,23,ISCA,1,3,1,0,7,517447,1,41569,3006224,461,
5611,3,5577,23,LUNCA AMPOITEI,1,3,1,0,7,517448,1,41569,3006819,462,
5620,3,5577,23,LUNCA METESULUI,1,3,1,0,7,517449,1,41569,3006850,463,
5639,3,5577,23,PADUREA,1,3,1,0,7,517451,1,41569,3008439,464,
5648,3,5577,23,POIANA AMPOIULUI,1,3,1,0,7,517452,1,41569,3009207,465,
5657,3,5577,23,POIANA URSULUI,1,3,1,0,7,517453,1,41569,3009259,466,
5666,3,5577,23,PRESACA AMPOIULUI,1,3,1,0,7,517454,1,41569,3009504,467,
5675,3,5577,23,REMETEA,1,3,1,0,7,517456,1,41569,3009946,468,
5684,3,5577,23,TAUTI,1,3,1,0,7,517457,1,41569,3011960,469,
5693,3,5577,23,VALENI,1,3,1,0,7,517458,1,41569,3013109,470,
5700,2,10,3,MIHALT,0,3,1,0,7,0,1,41594,,471,
5719,3,5700,22,MIHALT,1,3,1,0,7,517465,1,41594,1007493,472,
5728,3,5700,23,CISTEI,1,3,1,0,7,517466,1,41594,3002872,473,
5737,3,5700,23,OBREJA,1,3,1,0,7,517467,1,41594,3008152,474,
5746,3,5700,23,ZARIES,1,3,1,0,7,517468,1,41594,3013658,475,
5755,2,10,3,MIRASLAU,0,3,1,0,7,0,1,41604,,476,
5764,3,5755,22,MIRASLAU,1,3,1,0,7,517470,1,41604,1007546,477,
5773,3,5755,23,CICAU,1,3,1,0,7,517471,1,41604,3002730,478,
5782,3,5755,23,DECEA,1,3,1,0,7,517472,1,41604,3003974,479,
5791,3,5755,23,LOPADEA VECHE,1,3,1,0,7,517473,1,41604,3006728,480,
5808,3,5755,23,ORMENIS,1,3,1,0,7,517474,1,41604,3008347,481,
5817,3,5755,23,RACHIS,1,3,1,0,7,517476,1,41604,3009674,482,
5826,2,10,3,MOGOS,0,3,1,0,7,0,1,41626,,483,
5835,3,5826,22,MOGOS,1,3,1,0,7,517480,1,41626,1007644,484,
5844,3,5826,23,BARBESTI,1,3,1,0,7,517481,1,41626,3000740,485,
5853,3,5826,23,BARLESTI,1,3,1,0,7,517482,1,41626,3000779,486,
5862,3,5826,23,BARLESTI-CATUN,1,3,1,0,7,517483,1,41626,3000782,487,
5871,3,5826,23,BARZOGANI,1,3,1,0,7,517484,1,41626,3000837,488,
5880,3,5826,23,BOCESTI,1,3,1,0,7,517486,1,41626,3001197,489,
5899,3,5826,23,BOGDANESTI,1,3,1,0,7,517487,1,41626,3001261,490,
5906,3,5826,23,BUTESTI,1,3,1,0,7,517488,1,41626,3001959,491,
5915,3,5826,23,COJOCANI,1,3,1,0,7,517489,1,41626,3003056,492,
5924,3,5826,23,CRISTESTI,1,3,1,0,7,517491,1,41626,3003586,493,
5933,3,5826,23,MAMALIGANI,1,3,1,0,7,517492,1,41626,3007101,494,
5942,3,5826,23,NEGRESTI,1,3,1,0,7,517493,1,41626,3007967,495,
5951,3,5826,23,ONCESTI,1,3,1,0,7,517494,1,41626,3008285,496,
5960,3,5826,23,POIENILE-MOGOS,1,3,1,0,7,517496,1,41626,3009301,497,
5979,3,5826,23,TOMESTI,1,3,1,0,7,517497,1,41626,3012203,498,
5988,3,5826,23,VALEA BARLUTESTI,1,3,1,0,7,517499,1,41626,3012741,499,
5997,3,5826,23,VALEA BARNII,1,3,1,0,7,517498,1,41626,3012742,500,
6002,3,5826,23,VALEA COCESTI,1,3,1,0,7,517501,1,41626,3012787,501,
6011,3,5826,23,VALEA GIOGESTI,1,3,1,0,7,517502,1,41626,3012825,502,
6020,3,5826,23,VALEA MLACII,1,3,1,0,7,517503,1,41626,3012944,503,
6039,3,5826,23,VALEA TUPILOR,1,3,1,0,7,517504,1,41626,3013069,504,
6048,2,10,3,NOSLAC,0,3,1,0,7,0,1,41817,,505,
6057,3,6048,22,NOSLAC,1,3,1,0,7,517515,1,41817,1008087,506,
6066,3,6048,23,CAPTALAN,1,3,1,0,7,517516,1,41817,3002221,507,
6075,3,6048,23,COPAND,1,3,1,0,7,517517,1,41817,3003189,508,
6084,3,6048,23,GABUD,1,3,1,0,7,517518,1,41817,3004958,509,
6093,3,6048,23,STANA DE MURES,1,3,1,0,7,517519,1,41817,3011389,510,
6100,3,6048,23,VALEA CIUCIULUI,1,3,1,0,7,517521,1,41817,3012785,511,
6119,2,10,3,OCOLIS,0,3,1,0,7,0,1,41837,,512,
6128,3,6119,22,OCOLIS,1,3,1,0,7,517525,1,41837,1008178,513,
6137,3,6119,23,LUNCA LARGA,1,3,1,0,7,517526,1,41837,3006844,514,
6146,3,6119,23,RUNC,1,3,1,0,7,517527,1,41837,3010176,515,
6155,3,6119,23,VIDOLM,1,3,1,0,7,517528,1,41837,3013355,516,
6164,2,10,3,OHABA,0,3,1,0,7,0,1,41845,,517,
6173,3,6164,22,OHABA,1,3,1,0,7,517530,1,41845,1008221,518,
6182,3,6164,23,COLIBI,1,3,1,0,7,517531,1,41845,3003080,519,
6191,3,6164,23,MAGHIERAT,1,3,1,0,7,517532,1,41845,3006979,520,
6208,3,6164,23,SECASEL,1,3,1,0,7,517533,1,41845,3010849,521,
6217,2,10,3,PIANU,0,3,1,0,7,0,1,42179,,522,
6226,3,6217,22,PIANU DE SUS,1,3,1,0,7,517537,1,42179,1008825,523,
6235,3,6217,23,PIANU DE JOS,1,3,1,0,7,517536,1,42179,3008824,524,
6244,3,6217,23,PLAIURI,1,3,1,0,7,517538,1,42179,3008973,525,
6253,3,6217,23,PURCARETI,1,3,1,0,7,517539,1,42179,3009627,526,
6262,3,6217,23,STRUNGARI,1,3,1,0,7,517541,1,42179,3011616,527,
6271,2,10,3,POIANA VADULUI,0,3,1,0,7,0,1,42242,,528,
6280,3,6271,22,POIANA VADULUI,1,3,1,0,7,517545,1,42242,1009260,529,
6299,3,6271,23,COSTESTI,1,3,1,0,7,517546,1,42242,3003375,530,
6306,3,6271,23,DUDUIENI,1,3,1,0,7,517547,1,42242,3004377,531,
6315,3,6271,23,FAGETU DE JOS,1,3,1,0,7,517548,1,42242,3004555,532,
6324,3,6271,23,FAGETU DE SUS,1,3,1,0,7,517549,1,42242,3004557,533,
6333,3,6271,23,HANASESTI,1,3,1,0,7,517551,1,42242,3005722,534,
6342,3,6271,23,LUPAIESTI,1,3,1,0,7,517552,1,42242,3006898,535,
6351,3,6271,23,MORCANESTI,1,3,1,0,7,517553,1,42242,3007701,536,
6360,3,6271,23,PASTESTI,1,3,1,0,7,517554,1,42242,3008626,537,
6379,3,6271,23,PETELEI,1,3,1,0,7,517556,1,42242,3008762,538,
6388,3,6271,23,STANESTI,1,3,1,0,7,517557,1,42242,3011416,539,
6397,2,10,3,PONOR,0,3,1,0,7,0,1,42259,,540,
6404,3,6397,22,PONOR,1,3,1,0,7,517565,1,42259,1009342,541,
6413,3,6397,23,DUPA DEAL,1,3,1,0,7,517566,1,42259,3004475,542,
6422,3,6397,23,GEOGEL,1,3,1,0,7,517567,1,42259,3005146,543,
6431,3,6397,23,MACARESTI,1,3,1,0,7,517568,1,42259,3006933,544,
6459,3,6397,23,VALE IN JOS,1,3,1,0,7,517569,1,42259,3012716,545,
6440,3,6397,23,VALEA BUCURULUI,1,3,1,0,7,517571,1,42259,3012760,546,
6468,2,10,3,POSAGA,0,3,1,0,7,0,1,42272,,547,
6477,3,6468,22,POSAGA DE JOS,1,3,1,0,7,517581,1,42272,1009412,548,
6486,3,6468,23,CORTESTI,1,3,1,0,7,517576,1,42272,3003312,549,
6495,3,6468,23,INCESTI,1,3,1,0,7,517577,1,42272,3006153,550,
6501,3,6468,23,LUNCA,1,3,1,0,7,517578,1,42272,3006793,551,
6510,3,6468,23,ORASTI,1,3,1,0,7,517579,1,42272,3008319,552,
6529,3,6468,23,POSAGA DE SUS,1,3,1,0,7,517582,1,42272,3009413,553,
6538,3,6468,23,SAGAGEA,1,3,1,0,7,517583,1,42272,3010296,554,
6547,2,10,3,RADESTI,0,3,1,0,7,0,1,42333,,555,
6556,3,6547,22,RADESTI,1,3,1,0,7,517585,1,42333,1009740,556,
6565,3,6547,23,LEORINT,1,3,1,0,7,517586,1,42333,3006582,557,
6574,3,6547,23,MESCREAC,1,3,1,0,7,517587,1,42333,3007388,558,
6583,3,6547,23,SOIMUS,1,3,1,0,7,517588,1,42333,3011286,559,
6627,2,10,3,RAMET,0,3,1,0,7,0,1,42342,,560,
6636,3,6627,22,RAMET,1,3,1,0,7,517590,1,42342,1009788,561,
6645,3,6627,23,BOTANI,1,3,1,0,7,517591,1,42342,3001431,562,
6654,3,6627,23,BRADESTI,1,3,1,0,7,517592,1,42342,3001509,563,
6663,3,6627,23,CHEIA,1,3,1,0,7,517593,1,42342,3002574,564,
6672,3,6627,23,COTORASTI,1,3,1,0,7,517594,1,42342,3003429,565,
6681,3,6627,23,FLORESTI,1,3,1,0,7,517596,1,42342,3004791,566,
6690,3,6627,23,OLTENI,1,3,1,0,7,517597,1,42342,3008270,567,
6707,3,6627,23,VALEA FAGETULUI,1,3,1,0,7,517598,1,42342,3012815,568,
6716,3,6627,23,VALEA INZELULUI,1,3,1,0,7,517599,1,42342,3012843,569,
6725,3,6627,23,VALEA MANASTIRII,1,3,1,0,7,517601,1,42342,3012895,570,
6734,3,6627,23,VALEA POIENII,1,3,1,0,7,517602,1,42342,3012984,571,
6743,3,6627,23,VALEA UZEI,1,3,1,0,7,517603,1,42342,3013087,572,
6752,3,6627,23,VLADESTI,1,3,1,0,7,517604,1,42342,3013481,573,
6592,2,10,3,RAMETEA,0,3,1,0,7,0,1,42343,,574,
6609,3,6592,22,RIMETEA,1,3,1,0,7,517610,1,42343,1009983,575,
6618,3,6592,23,COLTESTI,1,3,1,0,7,517611,1,42343,3003100,576,
6930,2,10,3,ROSIA DE SECAS,0,3,1,0,7,0,1,42413,,577,
6949,3,6930,22,ROSIA DE SECAS,1,3,1,0,7,517640,1,42413,1010079,578,
6958,3,6930,23,TAU,1,3,1,0,7,517641,1,42413,3011942,579,
6967,3,6930,23,UNGUREI,1,3,1,0,7,517642,1,42413,3012507,580,
6761,2,10,3,ROSIA MONTANA,0,3,1,0,7,0,1,42414,,581,
6770,3,6761,22,ROSIA MONTANA,1,3,1,0,7,517615,1,42414,1010081,582,
6789,3,6761,23,BALMOSESTI,1,3,1,0,7,517616,1,42414,3000598,583,
6798,3,6761,23,BLIDESTI,1,3,1,0,7,517617,1,42414,3001164,584,
6805,3,6761,23,BUNTA,1,3,1,0,7,517618,1,42414,3001901,585,
6814,3,6761,23,CARPINIS,1,3,1,0,7,517619,1,42414,3002320,586,
6823,3,6761,23,COASTA HENTII,1,3,1,0,7,517621,1,42414,3002993,587,
6832,3,6761,23,CORNA,1,3,1,0,7,517622,1,42414,3003240,588,
6841,3,6761,23,CURATURI,1,3,1,0,7,517623,1,42414,3003718,589,
6850,3,6761,23,DAROAIA,1,3,1,0,7,517624,1,42414,3003881,590,
6869,3,6761,23,GARDA-BARBULESTI,1,3,1,0,7,517626,1,42414,3005083,591,
6878,3,6761,23,GURA ROSIEI,1,3,1,0,7,517627,1,42414,3005628,592,
6887,3,6761,23,IACOBESTI,1,3,1,0,7,517628,1,42414,3006007,593,
6896,3,6761,23,IGNATESTI,1,3,1,0,7,517629,1,42414,3006108,594,
6903,3,6761,23,SOAL,1,3,1,0,7,517631,1,42414,3011234,595,
6912,3,6761,23,TARINA,1,3,1,0,7,517632,1,42414,3011870,596,
6921,3,6761,23,VARTOP,1,3,1,0,7,517633,1,42414,3013251,597,
6976,2,10,3,SALCIUA,0,3,1,0,7,0,1,42474,,598,
6985,3,6976,22,SALCIUA DE JOS,1,3,1,0,7,517648,1,42474,1010349,599,
6994,3,6976,23,DEALU CASELOR,1,3,1,0,7,517646,1,42474,3003918,600,
7008,3,6976,23,DUMESTI,1,3,1,0,7,517647,1,42474,3004452,601,
7017,3,6976,23,SALCIUA DE SUS,1,3,1,0,7,517649,1,42474,3010350,602,
7026,3,6976,23,SUB PIATRA,1,3,1,0,7,517651,1,42474,3011643,603,
7035,3,6976,23,VALEA LARGA,1,3,1,0,7,517652,1,42474,3012848,604,
7044,2,10,3,SALISTEA,0,3,1,0,7,0,1,42477,,605,
7053,3,7044,22,SALISTEA,1,3,1,0,7,517655,1,42477,1010374,606,
7062,3,7044,23,MARGINENI,1,3,1,0,7,517656,1,42477,3007227,607,
7071,3,7044,23,SALISTEA-DEAL,1,3,1,0,7,517657,1,42477,3010380,608,
7080,3,7044,23,TARTARIA,1,3,1,0,7,517658,1,42477,3011906,609,
7348,2,10,3,SANCEL,0,3,1,0,7,0,1,42486,,610,
7357,3,7348,22,SANCEL,1,3,1,0,7,517670,1,42486,1010408,611,
7366,3,7348,23,ICLOD,1,3,1,0,7,517671,1,42486,3006059,612,
7375,3,7348,23,PANADE,1,3,1,0,7,517672,1,42486,3008529,613,
7384,2,10,3,SANTIMBRU,0,3,1,0,7,0,1,42517,,614,
7393,3,7384,22,SANTIMBRU,1,3,1,0,7,517675,1,42517,1010499,615,
7400,3,7384,23,COSLARIU,1,3,1,0,7,517676,1,42517,3003342,616,
7419,3,7384,23,DUMITRA,1,3,1,0,7,517677,1,42517,3004458,617,
7428,3,7384,23,GALTIU,1,3,1,0,7,517678,1,42517,3005026,618,
7437,3,7384,23,TOTOI,1,3,1,0,7,517679,1,42517,3012270,619,
7099,2,10,3,SASCIORI,0,3,1,0,7,0,1,42541,,620,
7106,3,7099,22,SASCIORI,1,3,1,0,7,517660,1,42541,1010619,621,
7115,3,7099,23,CAPALNA,1,3,1,0,7,517661,1,42541,3002194,622,
7124,3,7099,23,DUMBRAVA,1,3,1,0,7,517662,1,42541,3004392,623,
7133,3,7099,23,LAZ,1,3,1,0,7,517663,1,42541,3006513,624,
7142,3,7099,23,LOMAN,1,3,1,0,7,517664,1,42541,3006725,625,
7151,3,7099,23,PLESI,1,3,1,0,7,517666,1,42541,3009003,626,
7160,3,7099,23,RACHITA,1,3,1,0,7,517667,1,42541,3009675,627,
7179,3,7099,23,SEBESEL,1,3,1,0,7,517668,1,42541,3010837,628,
7188,3,7099,23,TONEA,1,3,1,0,7,517669,1,42541,3012224,629,
7197,2,10,3,SCARISOARA,0,3,1,0,7,0,1,42560,,630,
7204,3,7197,22,SCARISOARA,1,3,1,0,7,517680,1,42560,1010740,631,
7213,3,7197,23,BARLESTI,1,3,1,0,7,517681,1,42560,3000780,632,
7222,3,7197,23,BOTESTI,1,3,1,0,7,517682,1,42560,3001441,633,
7231,3,7197,23,FATA-LAZESTI,1,3,1,0,7,517683,1,42560,3004655,634,
7240,3,7197,23,FLORESTI,1,3,1,0,7,517684,1,42560,3004788,635,
7259,3,7197,23,LAZESTI,1,3,1,0,7,517686,1,42560,3006526,636,
7268,3,7197,23,LESPEZEA,1,3,1,0,7,517687,1,42560,3006598,637,
7277,3,7197,23,MATEI,1,3,1,0,7,517688,1,42560,3007302,638,
7286,3,7197,23,NEGESTI,1,3,1,0,7,517689,1,42560,3007931,639,
7295,3,7197,23,PRELUCA,1,3,1,0,7,517691,1,42560,3009494,640,
7302,3,7197,23,RUNC,1,3,1,0,7,517692,1,42560,3010172,641,
7311,3,7197,23,SFOARTEA,1,3,1,0,7,517693,1,42560,3010973,642,
7320,3,7197,23,STIULETI,1,3,1,0,7,517694,1,42560,3011526,643,
7339,3,7197,23,TRANCESTI,1,3,1,0,7,517696,1,42560,3012290,644,
7810,2,10,3,SIBOT,0,3,1,0,7,0,1,42608,,645,
7829,3,7810,22,SIBOT,1,3,1,0,7,517750,1,42608,1010984,646,
7847,3,7810,23,BACAINTI,1,3,1,0,7,517752,1,42608,3000413,647,
7838,3,7810,23,BALOMIRU DE CAMP,1,3,1,0,7,517751,1,42608,3000603,648,
7856,3,7810,23,SARACSAU,1,3,1,0,7,517753,1,42608,3010520,649,
7446,2,10,3,SOHODOL,0,3,1,0,7,0,1,42679,,650,
7455,3,7446,22,SOHODOL,1,3,1,0,7,517700,1,42679,1011265,651,
7464,3,7446,23,BAZESTI,1,3,1,0,7,517701,1,42679,3000885,652,
7473,3,7446,23,BILANESTI,1,3,1,0,7,517702,1,42679,3001079,653,
7482,3,7446,23,BOBARESTI,1,3,1,0,7,517703,1,42679,3001176,654,
7491,3,7446,23,BRADEANA,1,3,1,0,7,517704,1,42679,3001502,655,
7507,3,7446,23,BURZONESTI,1,3,1,0,7,517706,1,42679,3001935,656,
7516,3,7446,23,DEONCESTI,1,3,1,0,7,517707,1,42679,3004029,657,
7525,3,7446,23,DILIMANI,1,3,1,0,7,517708,1,42679,3004066,658,
